issue_date,valid_date,precip_mm_mean,source,source_url
2015-12-06,2015-12-21,0.0,CHIRPS-GEFS v3 15_day global,https://data.chc.ucsb.edu/products/CHIRPS-GEFS/v3/15_day/global/data/2015/c3g_2015.12.06.tif
2015-12-18,2016-01-02,0.0,CHIRPS-GEFS v3 15_day global,https://data.chc.ucsb.edu/products/CHIRPS-GEFS/v3/15_day/global/data/2015/c3g_2015.12.18.tif
2015-12-30,2016-01-14,0.7020030617713928,CHIRPS-GEFS v3 15_day global,https://data.chc.ucsb.edu/products/CHIRPS-GEFS/v3/15_day/global/data/2015/c3g_2015.12.30.tif
2016-01-11,2016-01-26,0.10374511033296585,CHIRPS-GEFS v3 15_day global,https://data.chc.ucsb.edu/products/CHIRPS-GEFS/v3/15_day/global/data/2016/c3g_2016.01.11.tif
2016-01-23,2016-02-07,2.2833869457244873,CHIRPS-GEFS v3 15_day global,https://data.chc.ucsb.edu/products/CHIRPS-GEFS/v3/15_day/global/data/2016/c3g_2016.01.23.tif
2016-02-04,2016-02-19,0.0,CHIRPS-GEFS v3 15_day global,https://data.chc.ucsb.edu/products/CHIRPS-GEFS/v3/15_day/global/data/2016/c3g_2016.02.04.tif
2016-02-16,2016-03-02,11.134695053100586,CHIRPS-GEFS v3 15_day global,https://data.chc.ucsb.edu/products/CHIRPS-GEFS/v3/15_day/global/data/2016/c3g_2016.02.16.tif
2016-02-28,2016-03-14,3.980579376220703,CHIRPS-GEFS v3 15_day global,https://data.chc.ucsb.edu/products/CHIRPS-GEFS/v3/15_day/global/data/2016/c3g_2016.02.28.tif
2016-03-11,2016-03-26,6.1952667236328125,CHIRPS-GEFS v3 15_day global,https://data.chc.ucsb.edu/products/CHIRPS-GEFS/v3/15_day/global/data/2016/c3g_2016.03.11.tif
2016-03-23,2016-04-07,2.189497470855713,CHIRPS-GEFS v3 15_day global,https://data.chc.ucsb.edu/products/CHIRPS-GEFS/v3/15_day/global/data/2016/c3g_2016.03.23.tif
2016-04-04,2016-04-19,28.721603393554688,CHIRPS-GEFS v3 15_day global,https://data.chc.ucsb.edu/products/CHIRPS-GEFS/v3/15_day/global/data/2016/c3g_2016.04.04.tif
2016-04-16,2016-05-01,37.57038497924805,CHIRPS-GEFS v3 15_day global,https://data.chc.ucsb.edu/products/CHIRPS-GEFS/v3/15_day/global/data/2016/c3g_2016.04.16.tif
2016-04-28,2016-05-13,7.820717811584473,CHIRPS-GEFS v3 15_day global,https://data.chc.ucsb.edu/products/CHIRPS-GEFS/v3/15_day/global/data/2016/c3g_2016.04.28.tif
2016-05-10,2016-05-25,25.810039520263672,CHIRPS-GEFS v3 15_day global,https://data.chc.ucsb.edu/products/CHIRPS-GEFS/v3/15_day/global/data/2016/c3g_2016.05.10.tif
2016-05-22,2016-06-06,26.143278121948242,CHIRPS-GEFS v3 15_day global,https://data.chc.ucsb.edu/products/CHIRPS-GEFS/v3/15_day/global/data/2016/c3g_2016.05.22.tif
2016-06-03,2016-06-18,36.02436065673828,CHIRPS-GEFS v3 15_day global,https://data.chc.ucsb.edu/products/CHIRPS-GEFS/v3/15_day/global/data/2016/c3g_2016.06.03.tif
2016-06-15,2016-06-30,56.49684143066406,CHIRPS-GEFS v3 15_day global,https://data.chc.ucsb.edu/products/CHIRPS-GEFS/v3/15_day/global/data/2016/c3g_2016.06.15.tif
2016-06-27,2016-07-12,83.4852523803711,CHIRPS-GEFS v3 15_day global,https://data.chc.ucsb.edu/products/CHIRPS-GEFS/v3/15_day/global/data/2016/c3g_2016.06.27.tif
2016-07-09,2016-07-24,92.68989562988281,CHIRPS-GEFS v3 15_day global,https://data.chc.ucsb.edu/products/CHIRPS-GEFS/v3/15_day/global/data/2016/c3g_2016.07.09.tif
2016-07-21,2016-08-05,128.3121795654297,CHIRPS-GEFS v3 15_day global,https://data.chc.ucsb.edu/products/CHIRPS-GEFS/v3/15_day/global/data/2016/c3g_2016.07.21.tif
2016-08-02,2016-08-17,77.25653839111328,CHIRPS-GEFS v3 15_day global,https://data.chc.ucsb.edu/products/CHIRPS-GEFS/v3/15_day/global/data/2016/c3g_2016.08.02.tif
2016-08-14,2016-08-29,49.88086700439453,CHIRPS-GEFS v3 15_day global,https://data.chc.ucsb.edu/products/CHIRPS-GEFS/v3/15_day/global/data/2016/c3g_2016.08.14.tif
2016-08-26,2016-09-10,196.8540802001953,CHIRPS-GEFS v3 15_day global,https://data.chc.ucsb.edu/products/CHIRPS-GEFS/v3/15_day/global/data/2016/c3g_2016.08.26.tif
2016-09-07,2016-09-22,99.70860290527344,CHIRPS-GEFS v3 15_day global,https://data.chc.ucsb.edu/products/CHIRPS-GEFS/v3/15_day/global/data/2016/c3g_2016.09.07.tif
2016-09-19,2016-10-04,84.20499420166016,CHIRPS-GEFS v3 15_day global,https://data.chc.ucsb.edu/products/CHIRPS-GEFS/v3/15_day/global/data/2016/c3g_2016.09.19.tif
2016-10-01,2016-10-16,9.10649585723877,CHIRPS-GEFS v3 15_day global,https://data.chc.ucsb.edu/products/CHIRPS-GEFS/v3/15_day/global/data/2016/c3g_2016.10.01.tif
2016-10-13,2016-10-28,6.024221897125244,CHIRPS-GEFS v3 15_day global,https://data.chc.ucsb.edu/products/CHIRPS-GEFS/v3/15_day/global/data/2016/c3g_2016.10.13.tif
2016-10-25,2016-11-09,4.094890594482422,CHIRPS-GEFS v3 15_day global,https://data.chc.ucsb.edu/products/CHIRPS-GEFS/v3/15_day/global/data/2016/c3g_2016.10.25.tif
2016-11-06,2016-11-21,6.926982879638672,CHIRPS-GEFS v3 15_day global,https://data.chc.ucsb.edu/products/CHIRPS-GEFS/v3/15_day/global/data/2016/c3g_2016.11.06.tif
2016-11-18,2016-12-03,0.21743415296077728,CHIRPS-GEFS v3 15_day global,https://data.chc.ucsb.edu/products/CHIRPS-GEFS/v3/15_day/global/data/2016/c3g_2016.11.18.tif
2016-11-30,2016-12-15,0.5823661088943481,CHIRPS-GEFS v3 15_day global,https://data.chc.ucsb.edu/products/CHIRPS-GEFS/v3/15_day/global/data/2016/c3g_2016.11.30.tif
2016-12-12,2016-12-27,0.0,CHIRPS-GEFS v3 15_day global,https://data.chc.ucsb.edu/products/CHIRPS-GEFS/v3/15_day/global/data/2016/c3g_2016.12.12.tif
2016-12-24,2017-01-08,2.1538808345794678,CHIRPS-GEFS v3 15_day global,https://data.chc.ucsb.edu/products/CHIRPS-GEFS/v3/15_day/global/data/2016/c3g_2016.12.24.tif
2017-01-05,2017-01-20,0.8408253788948059,CHIRPS-GEFS v3 15_day global,https://data.chc.ucsb.edu/products/CHIRPS-GEFS/v3/15_day/global/data/2017/c3g_2017.01.05.tif
2017-01-17,2017-02-01,0.0,CHIRPS-GEFS v3 15_day global,https://data.chc.ucsb.edu/products/CHIRPS-GEFS/v3/15_day/global/data/2017/c3g_2017.01.17.tif
2017-01-29,2017-02-13,4.814922332763672,CHIRPS-GEFS v3 15_day global,https://data.chc.ucsb.edu/products/CHIRPS-GEFS/v3/15_day/global/data/2017/c3g_2017.01.29.tif
2017-02-10,2017-02-25,5.123154640197754,CHIRPS-GEFS v3 15_day global,https://data.chc.ucsb.edu/products/CHIRPS-GEFS/v3/15_day/global/data/2017/c3g_2017.02.10.tif
2017-02-22,2017-03-09,17.758108139038086,CHIRPS-GEFS v3 15_day global,https://data.chc.ucsb.edu/products/CHIRPS-GEFS/v3/15_day/global/data/2017/c3g_2017.02.22.tif
2017-03-06,2017-03-21,4.936774730682373,CHIRPS-GEFS v3 15_day global,https://data.chc.ucsb.edu/products/CHIRPS-GEFS/v3/15_day/global/data/2017/c3g_2017.03.06.tif
2017-03-18,2017-04-02,15.319378852844238,CHIRPS-GEFS v3 15_day global,https://data.chc.ucsb.edu/products/CHIRPS-GEFS/v3/15_day/global/data/2017/c3g_2017.03.18.tif
2017-03-30,2017-04-14,1.5589364767074585,CHIRPS-GEFS v3 15_day global,https://data.chc.ucsb.edu/products/CHIRPS-GEFS/v3/15_day/global/data/2017/c3g_2017.03.30.tif
2017-04-11,2017-04-26,2.908372402191162,CHIRPS-GEFS v3 15_day global,https://data.chc.ucsb.edu/products/CHIRPS-GEFS/v3/15_day/global/data/2017/c3g_2017.04.11.tif
2017-04-23,2017-05-08,52.143646240234375,CHIRPS-GEFS v3 15_day global,https://data.chc.ucsb.edu/products/CHIRPS-GEFS/v3/15_day/global/data/2017/c3g_2017.04.23.tif
2017-05-05,2017-05-20,8.79894733428955,CHIRPS-GEFS v3 15_day global,https://data.chc.ucsb.edu/products/CHIRPS-GEFS/v3/15_day/global/data/2017/c3g_2017.05.05.tif
2017-05-17,2017-06-01,48.3730354309082,CHIRPS-GEFS v3 15_day global,https://data.chc.ucsb.edu/products/CHIRPS-GEFS/v3/15_day/global/data/2017/c3g_2017.05.17.tif
2017-05-29,2017-06-13,32.026153564453125,CHIRPS-GEFS v3 15_day global,https://data.chc.ucsb.edu/products/CHIRPS-GEFS/v3/15_day/global/data/2017/c3g_2017.05.29.tif
2017-06-10,2017-06-25,78.70563507080078,CHIRPS-GEFS v3 15_day global,https://data.chc.ucsb.edu/products/CHIRPS-GEFS/v3/15_day/global/data/2017/c3g_2017.06.10.tif
2017-06-22,2017-07-07,124.42596435546875,CHIRPS-GEFS v3 15_day global,https://data.chc.ucsb.edu/products/CHIRPS-GEFS/v3/15_day/global/data/2017/c3g_2017.06.22.tif
2017-07-04,2017-07-19,105.57759857177734,CHIRPS-GEFS v3 15_day global,https://data.chc.ucsb.edu/products/CHIRPS-GEFS/v3/15_day/global/data/2017/c3g_2017.07.04.tif
2017-07-16,2017-07-31,50.941162109375,CHIRPS-GEFS v3 15_day global,https://data.chc.ucsb.edu/products/CHIRPS-GEFS/v3/15_day/global/data/2017/c3g_2017.07.16.tif
2017-07-28,2017-08-12,109.93025970458984,CHIRPS-GEFS v3 15_day global,https://data.chc.ucsb.edu/products/CHIRPS-GEFS/v3/15_day/global/data/2017/c3g_2017.07.28.tif
2017-08-09,2017-08-24,63.63535690307617,CHIRPS-GEFS v3 15_day global,https://data.chc.ucsb.edu/products/CHIRPS-GEFS/v3/15_day/global/data/2017/c3g_2017.08.09.tif
2017-08-21,2017-09-05,113.58423614501953,CHIRPS-GEFS v3 15_day global,https://data.chc.ucsb.edu/products/CHIRPS-GEFS/v3/15_day/global/data/2017/c3g_2017.08.21.tif
2017-09-02,2017-09-17,80.76543426513672,CHIRPS-GEFS v3 15_day global,https://data.chc.ucsb.edu/products/CHIRPS-GEFS/v3/15_day/global/data/2017/c3g_2017.09.02.tif
2017-09-14,2017-09-29,21.056411743164062,CHIRPS-GEFS v3 15_day global,https://data.chc.ucsb.edu/products/CHIRPS-GEFS/v3/15_day/global/data/2017/c3g_2017.09.14.tif
2017-09-26,2017-10-11,28.554330825805664,CHIRPS-GEFS v3 15_day global,https://data.chc.ucsb.edu/products/CHIRPS-GEFS/v3/15_day/global/data/2017/c3g_2017.09.26.tif
2017-10-08,2017-10-23,36.5419921875,CHIRPS-GEFS v3 15_day global,https://data.chc.ucsb.edu/products/CHIRPS-GEFS/v3/15_day/global/data/2017/c3g_2017.10.08.tif
2017-10-20,2017-11-04,23.524837493896484,CHIRPS-GEFS v3 15_day global,https://data.chc.ucsb.edu/products/CHIRPS-GEFS/v3/15_day/global/data/2017/c3g_2017.10.20.tif
2017-11-01,2017-11-16,2.5501182079315186,CHIRPS-GEFS v3 15_day global,https://data.chc.ucsb.edu/products/CHIRPS-GEFS/v3/15_day/global/data/2017/c3g_2017.11.01.tif
2017-11-13,2017-11-28,0.0,CHIRPS-GEFS v3 15_day global,https://data.chc.ucsb.edu/products/CHIRPS-GEFS/v3/15_day/global/data/2017/c3g_2017.11.13.tif
2017-11-25,2017-12-10,0.0,CHIRPS-GEFS v3 15_day global,https://data.chc.ucsb.edu/products/CHIRPS-GEFS/v3/15_day/global/data/2017/c3g_2017.11.25.tif
2017-12-07,2017-12-22,0.0,CHIRPS-GEFS v3 15_day global,https://data.chc.ucsb.edu/products/CHIRPS-GEFS/v3/15_day/global/data/2017/c3g_2017.12.07.tif
2017-12-19,2018-01-03,0.0,CHIRPS-GEFS v3 15_day global,https://data.chc.ucsb.edu/products/CHIRPS-GEFS/v3/15_day/global/data/2017/c3g_2017.12.19.tif
2017-12-31,2018-01-15,0.0,CHIRPS-GEFS v3 15_day global,https://data.chc.ucsb.edu/products/CHIRPS-GEFS/v3/15_day/global/data/2017/c3g_2017.12.31.tif
2018-01-12,2018-01-27,0.0,CHIRPS-GEFS v3 15_day global,https://data.chc.ucsb.edu/products/CHIRPS-GEFS/v3/15_day/global/data/2018/c3g_2018.01.12.tif
2018-01-24,2018-02-08,2.6466050148010254,CHIRPS-GEFS v3 15_day global,https://data.chc.ucsb.edu/products/CHIRPS-GEFS/v3/15_day/global/data/2018/c3g_2018.01.24.tif
2018-02-05,2018-02-20,3.194176197052002,CHIRPS-GEFS v3 15_day global,https://data.chc.ucsb.edu/products/CHIRPS-GEFS/v3/15_day/global/data/2018/c3g_2018.02.05.tif
2018-02-17,2018-03-04,4.4615631103515625,CHIRPS-GEFS v3 15_day global,https://data.chc.ucsb.edu/products/CHIRPS-GEFS/v3/15_day/global/data/2018/c3g_2018.02.17.tif
2018-03-01,2018-03-16,11.19711685180664,CHIRPS-GEFS v3 15_day global,https://data.chc.ucsb.edu/products/CHIRPS-GEFS/v3/15_day/global/data/2018/c3g_2018.03.01.tif
2018-03-13,2018-03-28,6.765214443206787,CHIRPS-GEFS v3 15_day global,https://data.chc.ucsb.edu/products/CHIRPS-GEFS/v3/15_day/global/data/2018/c3g_2018.03.13.tif
2018-03-25,2018-04-09,15.292577743530273,CHIRPS-GEFS v3 15_day global,https://data.chc.ucsb.edu/products/CHIRPS-GEFS/v3/15_day/global/data/2018/c3g_2018.03.25.tif
2018-04-06,2018-04-21,18.486555099487305,CHIRPS-GEFS v3 15_day global,https://data.chc.ucsb.edu/products/CHIRPS-GEFS/v3/15_day/global/data/2018/c3g_2018.04.06.tif
2018-04-18,2018-05-03,17.301528930664062,CHIRPS-GEFS v3 15_day global,https://data.chc.ucsb.edu/products/CHIRPS-GEFS/v3/15_day/global/data/2018/c3g_2018.04.18.tif
2018-04-30,2018-05-15,34.105594635009766,CHIRPS-GEFS v3 15_day global,https://data.chc.ucsb.edu/products/CHIRPS-GEFS/v3/15_day/global/data/2018/c3g_2018.04.30.tif
2018-05-12,2018-05-27,16.170886993408203,CHIRPS-GEFS v3 15_day global,https://data.chc.ucsb.edu/products/CHIRPS-GEFS/v3/15_day/global/data/2018/c3g_2018.05.12.tif
2018-05-24,2018-06-08,41.07678985595703,CHIRPS-GEFS v3 15_day global,https://data.chc.ucsb.edu/products/CHIRPS-GEFS/v3/15_day/global/data/2018/c3g_2018.05.24.tif
2018-06-05,2018-06-20,48.79353713989258,CHIRPS-GEFS v3 15_day global,https://data.chc.ucsb.edu/products/CHIRPS-GEFS/v3/15_day/global/data/2018/c3g_2018.06.05.tif
2018-06-17,2018-07-02,143.2023162841797,CHIRPS-GEFS v3 15_day global,https://data.chc.ucsb.edu/products/CHIRPS-GEFS/v3/15_day/global/data/2018/c3g_2018.06.17.tif
2018-06-29,2018-07-14,115.77014923095703,CHIRPS-GEFS v3 15_day global,https://data.chc.ucsb.edu/products/CHIRPS-GEFS/v3/15_day/global/data/2018/c3g_2018.06.29.tif
2018-07-11,2018-07-26,74.06319427490234,CHIRPS-GEFS v3 15_day global,https://data.chc.ucsb.edu/products/CHIRPS-GEFS/v3/15_day/global/data/2018/c3g_2018.07.11.tif
2018-07-23,2018-08-07,152.0258026123047,CHIRPS-GEFS v3 15_day global,https://data.chc.ucsb.edu/products/CHIRPS-GEFS/v3/15_day/global/data/2018/c3g_2018.07.23.tif
2018-08-04,2018-08-19,116.33912658691406,CHIRPS-GEFS v3 15_day global,https://data.chc.ucsb.edu/products/CHIRPS-GEFS/v3/15_day/global/data/2018/c3g_2018.08.04.tif
2018-08-16,2018-08-31,102.16951751708984,CHIRPS-GEFS v3 15_day global,https://data.chc.ucsb.edu/products/CHIRPS-GEFS/v3/15_day/global/data/2018/c3g_2018.08.16.tif
2018-08-28,2018-09-12,58.014984130859375,CHIRPS-GEFS v3 15_day global,https://data.chc.ucsb.edu/products/CHIRPS-GEFS/v3/15_day/global/data/2018/c3g_2018.08.28.tif
2018-09-09,2018-09-24,121.63716888427734,CHIRPS-GEFS v3 15_day global,https://data.chc.ucsb.edu/products/CHIRPS-GEFS/v3/15_day/global/data/2018/c3g_2018.09.09.tif
2018-09-21,2018-10-06,98.48159790039062,CHIRPS-GEFS v3 15_day global,https://data.chc.ucsb.edu/products/CHIRPS-GEFS/v3/15_day/global/data/2018/c3g_2018.09.21.tif
2018-10-03,2018-10-18,48.86589431762695,CHIRPS-GEFS v3 15_day global,https://data.chc.ucsb.edu/products/CHIRPS-GEFS/v3/15_day/global/data/2018/c3g_2018.10.03.tif
2018-10-15,2018-10-30,11.025787353515625,CHIRPS-GEFS v3 15_day global,https://data.chc.ucsb.edu/products/CHIRPS-GEFS/v3/15_day/global/data/2018/c3g_2018.10.15.tif
2018-10-27,2018-11-11,2.805274486541748,CHIRPS-GEFS v3 15_day global,https://data.chc.ucsb.edu/products/CHIRPS-GEFS/v3/15_day/global/data/2018/c3g_2018.10.27.tif
2018-11-08,2018-11-23,1.0961322784423828,CHIRPS-GEFS v3 15_day global,https://data.chc.ucsb.edu/products/CHIRPS-GEFS/v3/15_day/global/data/2018/c3g_2018.11.08.tif
2018-11-20,2018-12-05,0.8212323188781738,CHIRPS-GEFS v3 15_day global,https://data.chc.ucsb.edu/products/CHIRPS-GEFS/v3/15_day/global/data/2018/c3g_2018.11.20.tif
2018-12-02,2018-12-17,0.0,CHIRPS-GEFS v3 15_day global,https://data.chc.ucsb.edu/products/CHIRPS-GEFS/v3/15_day/global/data/2018/c3g_2018.12.02.tif
2018-12-14,2018-12-29,1.9490948915481567,CHIRPS-GEFS v3 15_day global,https://data.chc.ucsb.edu/products/CHIRPS-GEFS/v3/15_day/global/data/2018/c3g_2018.12.14.tif
2018-12-26,2019-01-10,0.5784932971000671,CHIRPS-GEFS v3 15_day global,https://data.chc.ucsb.edu/products/CHIRPS-GEFS/v3/15_day/global/data/2018/c3g_2018.12.26.tif
2019-01-07,2019-01-22,0.0,CHIRPS-GEFS v3 15_day global,https://data.chc.ucsb.edu/products/CHIRPS-GEFS/v3/15_day/global/data/2019/c3g_2019.01.07.tif
2019-01-19,2019-02-03,0.0,CHIRPS-GEFS v3 15_day global,https://data.chc.ucsb.edu/products/CHIRPS-GEFS/v3/15_day/global/data/2019/c3g_2019.01.19.tif
2019-01-31,2019-02-15,0.0,CHIRPS-GEFS v3 15_day global,https://data.chc.ucsb.edu/products/CHIRPS-GEFS/v3/15_day/global/data/2019/c3g_2019.01.31.tif
2019-02-12,2019-02-27,4.546597480773926,CHIRPS-GEFS v3 15_day global,https://data.chc.ucsb.edu/products/CHIRPS-GEFS/v3/15_day/global/data/2019/c3g_2019.02.12.tif
2019-02-24,2019-03-11,16.046367645263672,CHIRPS-GEFS v3 15_day global,https://data.chc.ucsb.edu/products/CHIRPS-GEFS/v3/15_day/global/data/2019/c3g_2019.02.24.tif
2019-03-08,2019-03-23,11.308260917663574,CHIRPS-GEFS v3 15_day global,https://data.chc.ucsb.edu/products/CHIRPS-GEFS/v3/15_day/global/data/2019/c3g_2019.03.08.tif
2019-03-20,2019-04-04,12.692554473876953,CHIRPS-GEFS v3 15_day global,https://data.chc.ucsb.edu/products/CHIRPS-GEFS/v3/15_day/global/data/2019/c3g_2019.03.20.tif
2019-04-01,2019-04-16,6.125810146331787,CHIRPS-GEFS v3 15_day global,https://data.chc.ucsb.edu/products/CHIRPS-GEFS/v3/15_day/global/data/2019/c3g_2019.04.01.tif
2019-04-13,2019-04-28,15.950122833251953,CHIRPS-GEFS v3 15_day global,https://data.chc.ucsb.edu/products/CHIRPS-GEFS/v3/15_day/global/data/2019/c3g_2019.04.13.tif
2019-04-25,2019-05-10,30.02248191833496,CHIRPS-GEFS v3 15_day global,https://data.chc.ucsb.edu/products/CHIRPS-GEFS/v3/15_day/global/data/2019/c3g_2019.04.25.tif
2019-05-07,2019-05-22,39.39630889892578,CHIRPS-GEFS v3 15_day global,https://data.chc.ucsb.edu/products/CHIRPS-GEFS/v3/15_day/global/data/2019/c3g_2019.05.07.tif
2019-05-19,2019-06-03,65.62515258789062,CHIRPS-GEFS v3 15_day global,https://data.chc.ucsb.edu/products/CHIRPS-GEFS/v3/15_day/global/data/2019/c3g_2019.05.19.tif
2019-05-31,2019-06-15,23.134496688842773,CHIRPS-GEFS v3 15_day global,https://data.chc.ucsb.edu/products/CHIRPS-GEFS/v3/15_day/global/data/2019/c3g_2019.05.31.tif
2019-06-12,2019-06-27,85.54266357421875,CHIRPS-GEFS v3 15_day global,https://data.chc.ucsb.edu/products/CHIRPS-GEFS/v3/15_day/global/data/2019/c3g_2019.06.12.tif
2019-06-24,2019-07-09,128.7942657470703,CHIRPS-GEFS v3 15_day global,https://data.chc.ucsb.edu/products/CHIRPS-GEFS/v3/15_day/global/data/2019/c3g_2019.06.24.tif
2019-07-06,2019-07-21,104.59105682373047,CHIRPS-GEFS v3 15_day global,https://data.chc.ucsb.edu/products/CHIRPS-GEFS/v3/15_day/global/data/2019/c3g_2019.07.06.tif
2019-07-18,2019-08-02,108.70729064941406,CHIRPS-GEFS v3 15_day global,https://data.chc.ucsb.edu/products/CHIRPS-GEFS/v3/15_day/global/data/2019/c3g_2019.07.18.tif
2019-07-30,2019-08-14,88.24002075195312,CHIRPS-GEFS v3 15_day global,https://data.chc.ucsb.edu/products/CHIRPS-GEFS/v3/15_day/global/data/2019/c3g_2019.07.30.tif
2019-08-11,2019-08-26,17.083602905273438,CHIRPS-GEFS v3 15_day global,https://data.chc.ucsb.edu/products/CHIRPS-GEFS/v3/15_day/global/data/2019/c3g_2019.08.11.tif
2019-08-23,2019-09-07,120.37266540527344,CHIRPS-GEFS v3 15_day global,https://data.chc.ucsb.edu/products/CHIRPS-GEFS/v3/15_day/global/data/2019/c3g_2019.08.23.tif
2019-09-04,2019-09-19,94.67967987060547,CHIRPS-GEFS v3 15_day global,https://data.chc.ucsb.edu/products/CHIRPS-GEFS/v3/15_day/global/data/2019/c3g_2019.09.04.tif
2019-09-16,2019-10-01,53.160831451416016,CHIRPS-GEFS v3 15_day global,https://data.chc.ucsb.edu/products/CHIRPS-GEFS/v3/15_day/global/data/2019/c3g_2019.09.16.tif
2019-09-28,2019-10-13,31.26189422607422,CHIRPS-GEFS v3 15_day global,https://data.chc.ucsb.edu/products/CHIRPS-GEFS/v3/15_day/global/data/2019/c3g_2019.09.28.tif
2019-10-10,2019-10-25,35.17431640625,CHIRPS-GEFS v3 15_day global,https://data.chc.ucsb.edu/products/CHIRPS-GEFS/v3/15_day/global/data/2019/c3g_2019.10.10.tif
2019-10-22,2019-11-06,43.04616165161133,CHIRPS-GEFS v3 15_day global,https://data.chc.ucsb.edu/products/CHIRPS-GEFS/v3/15_day/global/data/2019/c3g_2019.10.22.tif
